PLAY #,OPP TEAM,ODK,OFF TEAM,QTR,OT #,SERIES,SERIES #,DN,DIST,YARD LN,PLAY TYPE,RESULT,GN/LS,RUSHER,PASSER,PASS RESULT,PASS TARGET,BROKEN UP BY,INTERCEPTED BY,HURRIED BY,TACKLER1,TACKLER2,FUMBLE,FUMBLED BY,FORCED BY,RECOVER TEAM,RECOVERED BY,RETURNER,RETURN YDS,RETURN TO,KICKER,KICK YDS,KICK TO,KICK RESULT,PUNTER,PUNT YDS,PUNT TO,PUNT RESULT,PK,FG DIST,FG RESULT,XP RESULT,2 PT RESULT,TAKEN BY,FIRST DOWN,TOUCHDOWN,NO PLAY,SAFETY,SERIES END,TIME STAMP,TIME LEFT,OFF SCORE,DEF SCORE,SCORE DIFF,TOL,OFF TOL,DEF TOL,PENALTY1,PEN TEAM1,AGAINST1,PENALTY2,PEN TEAM2,AGAINST2,PENALTY YDS
33,Moravian,D,MOR,1,,3.0,7.0,1.0,10.0,30.0,Pass,Sack,-2.0,,Christopher Mil,Sack,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:23,1163,7,0,-7,3,3,3,,,,,,,
34,Moravian,D,MOR,1,,3.0,8.0,2.0,12.0,32.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Jordan Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04:23,1163,7,0,-7,3,3,3,,,,,,,
35,Moravian,,MOR,1,,,,3.0,12.0,32.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marsh,,,,,,04:23,1163,7,0,-7,3,3,3,,,,,,,
36,Moravian,D,MOR,1,,3.0,9.0,3.0,12.0,32.0,Pass,Sack,-9.0,,Christopher Mil,Sack,,,,,Peyton Snopek,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,00:13,913,7,0,-7,2,3,2,,,,,,,
37,Moravian,K,MOR,2,,,,4.0,21.0,41.0,Punt Ret,,,,,,,,,,,,True,MOR Renard,,MOR,Renard Nicholso,Dan DiBeneditto,0,11.0,,,,,Trevor Yacubosk,30.0,11.0,,,,,,,,,,,,,15:00,900,7,0,-7,2,3,2,,,,,,,
38,Moravian,D,MOR,2,,4.0,1.0,0.0,10.0,14.0,Run,Rush,5.0,Nate Boyle,,,,,,,Amare Conley,Kevonte Beard,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,7,0,-7,2,3,2,,,,,,,
39,Moravian,D,MOR,2,,4.0,2.0,2.0,5.0,9.0,Run,Rush,1.0,Nate Boyle,,,,,,,Calvin Krippner,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,7,0,-7,2,3,2,,,,,,,
40,Moravian,D,MOR,2,,4.0,3.0,3.0,4.0,8.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Tim Garlick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,900,7,0,-7,2,3,2,,,,,,,
41,Moravian,K,MOR,2,,,,4.0,4.0,8.0,FG Block,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Yacubosk,25.0,Good,,,,,,,,,15:00,900,7,0,-7,2,3,2,,,,,,,
42,Moravian,,MOR,2,,,,1.0,10.0,-35.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:13,793,10,0,-10,2,3,2,delay of game,MOR,Trevor Yacubosk,,,,5.0
43,Moravian,K,MOR,2,,,,,,,KO Ret,,,,,,,,,,Matt McNally,Chris Gurneak,,,,,,Matt Scully,18,44.0,Trevor Yacubosk,44.0,26.0,,,,,,,,,,,,,,,,,13:13,793,10,0,-10,2,3,2,,,,,,,
44,Moravian,D,MOR,2,,5.0,1.0,0.0,10.0,44.0,Run,Rush,5.0,Jermaine Conyer,,,,,,,Romello Walters,Ben Carlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
45,Moravian,D,MOR,2,,5.0,2.0,2.0,5.0,49.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
46,Moravian,D,MOR,2,,5.0,3.0,3.0,5.0,49.0,Pass,Complete,6.0,,Logan Clouse,Complete,Drew Benfatti,,,,Connor Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
47,Moravian,D,MOR,2,,5.0,4.0,1.0,10.0,-45.0,Run,Rush,2.0,Jermaine Conyer,,,,,,,Nicholas Azpeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
48,Moravian,D,MOR,2,,5.0,5.0,2.0,8.0,-43.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Jermaine Conyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
49,Moravian,D,MOR,2,,5.0,6.0,3.0,8.0,-43.0,Pass,Complete,8.0,,Logan Clouse,Complete,Jack O'Hearen,,,,Connor Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
50,Moravian,D,MOR,2,,5.0,7.0,1.0,10.0,-35.0,Pass,Complete,9.0,,Logan Clouse,Complete,Drew Benfatti,,,,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
51,Moravian,D,MOR,2,,5.0,8.0,2.0,1.0,-26.0,Run,Rush,21.0,Jermaine Conyer,,,,,,,Renard Nicholso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,face mask,MOR,Renard Nicholso,,,,3.0
52,Moravian,D,MOR,2,,5.0,9.0,1.0,-2.0,-2.0,Run,Rush,1.0,Jermaine Conyer,,,,,,,Romello Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
53,Moravian,D,MOR,2,,5.0,10.0,2.0,-1.0,-1.0,Run,Rush,0.0,Jermaine Conyer,,,,,,,Brady Hornbaker,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
54,Moravian,D,MOR,2,,5.0,11.0,3.0,-1.0,-1.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,Brady Hornbaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
55,Moravian,D,MOR,2,,5.0,12.0,4.0,-1.0,-1.0,Run,Rush,0.0,Jermaine Conyer,,,,,,,Collin Frost,Javi Espinal-Ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,13:06,786,10,0,-10,2,3,2,,,,,,,
56,Moravian,D,MOR,2,,5.0,13.0,1.0,10.0,-1.0,Run,Rush,2.0,Christopher Mil,,,,,,,Peter Orio,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01,481,10,0,-10,2,3,2,,,,,,,
57,Moravian,,MOR,2,,,,2.0,8.0,-3.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,08:01,481,10,0,-10,2,3,2,,,,,,,
58,Moravian,,MOR,2,,,,2.0,8.0,-3.0,Penalty,Penalty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,false start,MOR,Trevor Cunningh,,,,1.0
59,Moravian,D,MOR,2,,5.0,14.0,2.0,9.0,-2.0,Run,Rush,2.0,Nate Boyle,,,,,,,Jake Perloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
60,Moravian,D,MOR,2,,5.0,15.0,3.0,7.0,-4.0,Pass,Complete,7.0,,Christopher Mil,Complete,Nick Petros,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
61,Moravian,D,MOR,2,,5.0,16.0,1.0,10.0,-11.0,Pass,Complete,2.0,,Christopher Mil,Complete,Tim Garlick,,,,Peyton Snopek,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
62,Moravian,D,MOR,2,,5.0,17.0,2.0,8.0,-13.0,Pass,Complete,6.0,,Christopher Mil,Complete,Tim Garlick,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
63,Moravian,D,MOR,2,,5.0,18.0,3.0,2.0,-19.0,Run,Rush,2.0,Nate Boyle,,,,,,,Peyton Snopek,Jake Perloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
64,Moravian,D,MOR,2,,5.0,19.0,1.0,10.0,-21.0,Run,Rush,5.0,Nate Boyle,,,,,,,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
65,Moravian,D,MOR,2,,5.0,20.0,2.0,5.0,-26.0,Run,Rush,9.0,Nate Boyle,,,,,,,Thomas Downs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
66,Moravian,D,MOR,2,,5.0,21.0,1.0,10.0,-35.0,Run,Rush,-1.0,Nate Boyle,,,,,,,Kyle Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
67,Moravian,D,MOR,2,,5.0,22.0,2.0,11.0,-34.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Jordan Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
68,Moravian,D,MOR,2,,5.0,23.0,3.0,11.0,-34.0,Pass,Complete,5.0,,Christopher Mil,Complete,Jordan Lewis,,,,Ben Wright,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,07:21,441,10,0,-10,2,2,2,,,,,,,
69,Moravian,,MOR,2,,,,4.0,6.0,-39.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin & Marsh,,,,,,07:21,441,10,0,-10,2,2,2,,,,,,,
70,Moravian,K,MOR,2,,,,4.0,6.0,-39.0,Punt Ret,,,,,,,,,,,,True,MOR Nick,,MOR,Nick Weston,Danny Solecki,0,26.0,,,,,Trevor Yacubosk,35.0,26.0,,,,,,,,,,,,,02:28,148,10,0,-10,1,2,1,,,,,,,
71,Moravian,D,MOR,2,,6.0,1.0,0.0,10.0,25.0,Pass,Interception,0.0,,Christopher Mil,Interception,,,Isaiah Chery,,,,,,,,,Isaiah Chery,0,0.0,,,,,,,,,,,,,,,,,,,Interception,02:10,130,10,0,-10,1,2,1,,,,,,,
72,Moravian,O,M,2,,3.0,1.0,0.0,10.0,-20.0,Run,Rush,2.0,Keshon Farmer,,,,,,,Brady Hornbaker,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:10,130,0,10,-10,1,1,2,,,,,,,
73,Moravian,O,M,2,,3.0,2.0,2.0,8.0,-22.0,Pass,Complete,15.0,,Logan Clouse,Complete,Tim Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,02:10,130,0,10,-10,1,1,2,,,,,,,10.0
74,Moravian,O,M,2,,3.0,3.0,2.0,18.0,-12.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Nate Calderone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:10,130,0,10,-10,1,1,2,,,,,,,
75,Moravian,O,M,2,,3.0,4.0,3.0,18.0,-12.0,Run,Rush,5.0,Logan Clouse,,,,,,,Brady Hornbaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,02:10,130,0,10,-10,1,1,2,,,,,,,
76,Moravian,,M,2,,,,4.0,13.0,-17.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,02:10,130,0,10,-10,1,1,2,,,,,,,
77,Moravian,K,M,2,,,,4.0,13.0,-17.0,Punt,,,,,,,,,,Matt Scully,,,,,,,Connor Lyon,1,43.0,,,,,Jack Rodenberge,41.0,-42.0,,,,,,,,,,,,,01:09,69,0,10,-10,1,1,1,,,,,,,
78,Moravian,D,MOR,2,,7.0,1.0,0.0,10.0,-43.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Trevor Cunningh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,59,10,0,-10,1,1,1,,,,,,,
79,Moravian,D,MOR,2,,7.0,2.0,2.0,10.0,-43.0,Run,Rush,10.0,Carrington Smit,,,,,,,Amare Conley,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,59,10,0,-10,1,1,1,,,,,,,
80,Moravian,D,MOR,2,,7.0,3.0,1.0,10.0,47.0,Pass,Complete,3.0,,Christopher Mil,Complete,Carrington Smit,,,,Amare Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:59,59,10,0,-10,1,1,1,,,,,,,
81,Moravian,,MOR,2,,,,2.0,7.0,44.0,Timeout,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moravian,,,,,,00:59,59,10,0,-10,1,1,1,,,,,,,
82,Moravian,D,MOR,2,,7.0,4.0,2.0,7.0,44.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Tim Garlick,,,,Jake Perloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:15,15,10,0,-10,1,0,1,,,,,,,
83,Moravian,D,MOR,2,,7.0,5.0,3.0,7.0,44.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Carrington Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:15,15,10,0,-10,1,0,1,,,,,,,
84,Moravian,D,MOR,2,,7.0,6.0,4.0,7.0,44.0,Run,Rush,12.0,Carrington Smit,,,,,,,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half,00:15,15,10,0,-10,1,0,1,,,,,,,
85,Moravian,K,MOR,3,,,,,,,KO Ret,,,,,,,,,,Jeremiah Espino,,,,,,,Dan DiBeneditto,8,42.0,Trevor Yacubosk,31.0,34.0,,,,,,,,,,,,,,,,,15:00,1800,10,0,-10,3,3,3,,,,,,,
86,Moravian,O,M,3,,4.0,1.0,0.0,10.0,-42.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
87,Moravian,O,M,3,,4.0,2.0,2.0,6.0,-46.0,Run,Rush,4.0,Keshon Farmer,,,,,,,Jeremiah Espino,Brandon Nemeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
88,Moravian,O,M,3,,4.0,3.0,3.0,2.0,-50.0,Pass,Complete,30.0,,Logan Clouse,Complete,Tim Walters,,,,Chad Newhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
89,Moravian,O,M,3,,4.0,4.0,1.0,10.0,20.0,Pass,Complete,5.0,,Logan Clouse,Complete,Drew Benfatti,,,,Justin McRae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
90,Moravian,O,M,3,,4.0,5.0,2.0,5.0,15.0,Run,Rush,1.0,Keshon Farmer,,,,,,,Justin McRae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
91,Moravian,O,M,3,,4.0,6.0,3.0,4.0,14.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Drew Benfatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Missed FG,14:53,1793,0,10,-10,3,3,3,,,,,,,
92,Moravian,K,M,3,,,,4.0,4.0,14.0,FG,No Good,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurence Miller,31.0,No Good,,,,,,,,,14:53,1793,0,10,-10,3,3,3,,,,,,,
93,Moravian,D,MOR,3,,8.0,1.0,0.0,10.0,-20.0,Run,Rush,0.0,Carrington Smit,,,,,,,Peyton Snopek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,10,0,-10,3,3,3,,,,,,,
94,Moravian,D,MOR,3,,8.0,2.0,2.0,10.0,-20.0,Pass,Complete,1.0,,Christopher Mil,Complete,Angelo Macera,,,,Luke Strauss,Calvin Krippner,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00,1560,10,0,-10,3,3,3,,,,,,,
95,Moravian,D,MOR,3,,8.0,3.0,3.0,9.0,-21.0,Pass,Incomplete,0.0,,Christopher Mil,Incomplete,Trevor Cunningh,,,,Dan DiBeneditto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Punt,11:00,1560,10,0,-10,3,3,3,,,,,,,
96,Moravian,K,MOR,3,,,,4.0,9.0,-21.0,Punt Ret,Fair Catch,,,,,,,,,,,,,,,,,,,,,,,Trevor Yacubosk,38.0,41.0,Fair Catch,,,,,,,,,,,,11:00,1560,10,0,-10,3,3,3,,,,,,,
97,Moravian,O,M,3,,5.0,1.0,0.0,10.0,-41.0,Pass,Incomplete,0.0,,Logan Clouse,Incomplete,Tim Walters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
98,Moravian,O,M,3,,5.0,2.0,2.0,10.0,-41.0,Run,Rush,2.0,Jermaine Conyer,,,,,,,Javi Espinal-Ka,Brandon Nemeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
99,Moravian,O,M,3,,5.0,3.0,3.0,8.0,-43.0,Run,Rush,13.0,Logan Clouse,,,,,,,Chad Newhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
100,Moravian,O,M,3,,5.0,4.0,1.0,10.0,44.0,Pass,Complete,6.0,,Logan Clouse,Complete,Drew Benfatti,,,,Romello Walters,Jackson Buskirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:25,1465,0,10,-10,3,3,3,,,,,,,
